GeneSymbol,rhythmicity_mm_Heart,rhythmicity_mm_Lung,rhythmicity_hs_Lung,GtexMeanTPMv8_hs_Muscle.Skeletal,GSE38718_gender_hs_sm,GSE123878_exercise_Mm_sm
SYNGR2,0.820554,2.16984e-12,0.0311675,6.75346,0.0011415348599599,0.275659950590329
SYNGR3,6.37639e-10,3.69695e-06,,0.105,0.0217091132360219,
SYNGR4,2.99944e-05,0.104421,,0.0471532,,
SYNJ1,4.32463e-15,2.34244,2.20054,2.52823,,0.322272758590154
SYNJ2,13.9639,0.0,0.772047,2.39488,0.116998347687261,0.243406607219866
SYNJ2BP,0.0,3.33702e-08,1.02476,3.97794,0.146260591689515,0.0330875092440481
SYNM,0.31172,3.72676,0.355225,7.85747,0.0495893026226897,0.262817319629183
SYNPO,6.18075,0.00349238,0.847636,8.5417,0.115535900216576,0.0002423604887895
SYNPO2,6.47837,0.0764292,1.81495,8.71843,0.45330820414978,0.0863863899924005
SYNPO2L,3.82774,0.16225,,7.0318,0.121464923708505,0.0929581359287171
SYNPR,0.0,0.149171,,0.0488893,0.0214266409000117,
SYNRG,0.0201863,9.87937,,2.64471,0.12997381810643,0.0713236863290124
SYP,1.91171e-07,5.76876e-09,0.0423682,0.728005,,0.174982684950367
SYPL1,0.0,0.116466,5.52979,6.48295,,0.265334521951607
SYPL2,0.0,0.101451,1.27474,7.28274,0.269808662098917,0.0333345222285659
SYS1,0.924323,2.23615e-12,1.64192,3.27267,0.0290212478625067,0.0440695223789616
SYT1,1.48155e-09,0.288151,,0.162242,,
SYT11,0.000225539,0.82334,2.08992,1.62891,,0.21545493839098
SYT12,0.0,6.55162e-09,,0.196344,0.0394811544348439,0.0592080404727891
SYT13,0.596855,0.302334,,0.121191,,
SYT14,0.00296039,11.1729,,0.160283,0.0267960615256881,
SYT15,1.17941e-11,8.18589,1.1299,0.0834007,0.0673939605823195,0.0283188277013864
SYT16,0.0,0.0,,0.00551826,0.0035940348986525,
SYT17,3.7597e-12,18.9144,7.90318,0.16353,,
SYT2,0.0968782,2.27225e-05,,0.485355,0.0093419705395607,
SYT3,3.85212e-13,0.173953,,0.0678034,,0.437813871246748
SYT4,0.0,0.0,,0.0411589,,
SYT5,0.0,6.71142e-07,,0.0505746,,
SYT6,0.348051,0.00299787,,0.180212,,
SYT7,0.0951565,0.0,2.43722,1.12706,0.0139455616400461,0.109992473081285
SYT8,9.75671e-06,0.0,2.12555,0.128792,,
SYT9,3.41067e-11,8.33545e-10,,0.0461637,0.0614430541603781,0.197940775196765
SYTL1,0.0,1.45564e-12,2.95898,0.457552,,
SYTL2,2.52161,17.3008,0.104613,1.277,,0.501975019929975
SYTL3,0.0,5.71279e-08,2.14869,3.23704,0.1137020768733,
SYTL4,0.0608311,2.69729e-13,5.49331,1.15901,0.0879239748001162,0.0963654010456037
SYTL5,5.15962,28.7345,,0.0176569,0.081175661928941,
SYVN1,4.89872,0.0,2.01224,4.89374,,0.091684488030493
SZRD1,8.5051e-14,1.23204e-12,0.868861,5.50805,,0.0582643516096146
SZT2,0.0,7.18802,2.07252,2.68752,0.0394709672567539,0.138207981885553
TAAR2,0.0,0.185506,,0.00229805,,
TAAR5,0.0,0.0,,0.00248902,,
TAAR8,0.176131,0.00296011,,0.00280671,0.0772090161648036,
TAAR9,0.0,2.53565e-09,,0.00260883,0.04968198516069,
TAB1,0.695356,0.000101626,2.9727,3.75406,,0.270739026306744
TAB2,0.00337223,0.294662,2.96544,5.29564,0.0647983626039736,0.294889140521418
TAB3,3.00802e-12,0.807686,13.3675,2.22507,0.152927856394006,0.0462594432229635
TAC1,0.0,1.11159e-13,,0.372096,,
TAC3,3.60385e-14,2.42433e-10,,0.250854,,
TAC4,,,,0.129037,0.0004322253039084,
TACC1,7.96894e-06,5.36458,12.6647,3.65525,0.156757628757915,0.173474101323915
TACC2,10.3908,23.4296,0.950187,6.73681,0.0478436397752731,0.0793694639179
TACC3,2.80246,0.0257754,1.8695,1.38152,,0.112447112475354
TACO1,0.576249,8.5202e-09,0.463507,5.23219,0.0472515010880428,0.181285955679099
TACR1,1.96269,0.0204432,,0.37938,0.0486036142072255,
TACR2,6.18416e-10,0.0,,1.37298,0.0517246609650943,
TACR3,0.0,0.463422,,0.0726174,,
TACSTD2,0.00393038,2.85827,0.817084,1.02304,0.163136325395747,
TADA1,4.69236,1.12179,1.82308,2.73906,,0.048524993298637
TADA2A,0.00299134,2.58806,,2.82879,,0.254341882293675
TADA2B,12.6459,0.0,0.617758,5.03336,,0.235937151467598
TADA3,0.177823,0.218501,1.02328,5.26975,0.143084477135587,0.0447876000861343
TAF1,1.18779e-09,0.566692,4.88341,3.21879,0.208980337663767,0.0484656203134092
TAF10,0.769089,1.66794e-05,6.32937,5.65055,0.0210167712977469,0.077453946248452
TAF11,8.52778e-05,2.41224,0.577093,4.75068,,0.0206106134588124
TAF12,0.173652,1.00705e-06,0.375732,3.88998,,0.0937621341983175
TAF13,3.53493,0.568233,3.21764,5.17869,0.0582841463999162,0.279286235170333
TAF15,9.27764,0.0033589,,6.17306,,0.009226075447241
TAF1A,4.38019,5.32227e-09,0.0169251,0.74532,,0.360960398834928
TAF1B,0.0253428,1.38377,0.118147,1.5237,0.0795491583959511,0.0634216691197164
TAF1C,0.0,0.0,2.91513,4.09451,,0.088311017641591
TAF1D,2.46609,3.59343,0.402759,4.66423,0.240221731408136,0.405523106924053
TAF1L,,,,0.021943,0.0237092588872052,
TAF2,1.55148,0.373159,0.0740067,2.46574,0.0274800920334259,0.154605497765253
TAF3,1.59297e-08,0.0542037,0.122683,3.35526,0.0772763545877271,0.0866793765123649
TAF4,0.831386,6.08908,0.266135,3.19809,,0.0239864596822062
TAF4B,5.69861,20.3922,0.541482,1.85481,0.129695987240537,0.200606550890851
TAF5,0.000338777,5.56086,0.524802,1.87576,0.0490933052277955,0.0791731351457034
TAF5L,0.00321073,0.0951239,3.66726,3.27925,0.101082518677085,0.0626917060706563
TAF6,7.55988e-06,5.57194,1.61331,4.36509,0.158844996799945,0.0496979711297823
TAF6L,3.59516,1.59519e-08,0.756522,3.9276,0.0965416511003161,0.38409326758293
TAF7,1.96354e-12,0.00580804,0.44147,6.69071,,0.008315880532568
TAF7L,0.451281,0.0,,0.1125,,
TAF8,8.13759e-09,1.62741,0.634911,2.52392,0.152469050167338,0.140423255533368
TAF9,2.75667,2.33578,,4.74866,0.134674235648024,0.0754901437175136
TAF9B,0.0216546,6.13743e-10,2.98205,3.79521,,0.194699621503098
TAFA1,0.0,27.7347,,0.0489916,0.0481454932527794,
TAFA2,8.30395e-07,1.42881,,0.101476,0.041577866173339,
TAFA3,2.88308e-15,0.290821,,0.0203829,,0.0390103652164525
TAFA4,1.92761e-07,1.15296,,0.0491929,,
TAFA5,7.92848e-14,0.0564869,4.27111,0.864767,0.0266244513703171,0.227506212490441
TAGAP,0.169879,0.733974,0.74401,0.281732,0.306369270082122,
TAGLN,0.0,2.24188,1.72884,6.26003,0.460220922748443,0.515642573469183
TAGLN2,0.341226,0.550124,0.121311,5.40841,,0.0224686918935844
TAGLN3,0.0,3.89024,,0.157136,0.177944982142168,
TAL1,2.78401,0.0205041,0.352552,1.18887,0.0076219433744229,0.0552049993968751
TAL2,8.23604e-06,0.0,,1.65902,0.0529296018253955,0.891365936686352
TALDO1,1.63202e-08,1.94138,6.07827,6.42023,,0.0379511970965115
TAMALIN,,,1.95186,3.70293,0.0255098343702835,
TAMM41,7.51862e-08,0.0,2.50611,1.97367,0.0405111288345101,0.053360794675029
TANC1,0.149088,4.98655e-08,1.58969,2.34142,0.0259578964458669,0.342261669229697
TANC2,1.31247,0.796059,0.19012,1.17058,0.0506756725373125,0.18120819973837
TANGO2,4.94874,11.9356,0.562844,3.4281,0.0094052133375415,0.04856627698937
TANGO6,0.595654,0.0,0.466492,2.91739,,0.0896855538704434
TANK,1.47403e-07,3.84778,0.179261,4.09397,0.0597023610625746,0.0004905416378525
TAOK1,8.14652e-08,4.46878e-14,1.40416,3.48583,0.184939066841506,0.170250722062659
TAOK2,0.0,15.319,1.35124,3.65905,0.135320248291838,0.175584050377471
TAOK3,3.56135e-08,1.8339,3.45251,2.96751,,0.262467569174381
TAP1,7.2833e-07,15.4801,0.796082,3.92414,0.0920478385210286,0.388408942041127
TAP2,5.54802e-08,4.65872,1.14816,2.88716,0.0060243478038293,0.486789613022121
TAPBP,0.0,3.8803,0.334082,4.46939,0.043803197103494,0.181380759011767
TAPBPL,1.48304,1.1921,3.03726,2.51351,0.0488149969036487,0.204819757987069
TAPT1,0.00151914,6.91551,2.96983,4.33815,0.0437491426434322,0.143933638967401
TARBP1,2.88397,5.76283,5.20741,3.20762,,0.129208106854999
TARBP2,5.37513e-07,3.62752,0.863541,2.96989,,0.076627343581894
TARDBP,0.440358,0.0,0.0563051,5.65033,0.0243663655153359,0.0547892950813301
TARS1,0.0122677,4.65122e-10,6.25115,4.01671,0.0219675509728048,0.114142468255555
TARS2,0.0350918,0.230894,0.253862,4.66815,,0.0218225182849486
TARS3,0.00400361,3.58867e-08,4.94918,4.7759,0.145109418610461,0.0748203240183803
TAS1R1,8.64104e-07,0.457579,,0.278898,0.118839993363026,0.200293190289918
TAS1R2,0.149113,0.682724,,0.0219674,0.0450052080888206,
TAS1R3,0.0,0.0,,0.978187,,
TAS2R1,2.82478e-12,3.4838e-10,,0.00666326,,
TAS2R10,0.120576,0.0,,0.123551,,
TAS2R13,0.00319963,0.0,,0.0488981,,
TAS2R14,4.46745e-11,4.32463e-15,3.91391,0.979586,0.012524053798753,
TAS2R16,3.81906e-10,0.0,,0.00269889,,
TAS2R3,6.30474e-10,0.0,,0.0945058,,
TAS2R38,0.0,5.85171e-06,,0.00196364,0.0084181086387835,
TAS2R39,0.0,0.00154266,,0.00284869,0.039855042818429,
TAS2R4,1.76754e-09,0.0,,0.421703,,
TAS2R40,6.77525e-14,0.0,,0.0155713,0.0831697512096583,
TAS2R41,0.0,4.89317,,0.00614866,0.0611037824399254,
TAS2R5,,,3.05886,0.902236,0.126363243755252,
TAS2R50,,,,0.072897,0.0821890635997691,
TAS2R7,9.99301e-06,3.01191e-11,,0.00725998,,
TAS2R8,,,,0.00753128,,
TAS2R9,,,,0.00588952,,
TASOR,1.14586,0.0,1.24385,2.34976,,0.0352290892029822
TASOR2,4.77504,3.24296,0.336465,3.50336,0.13709829435034,0.054418966476629
TASP1,7.20054,7.74108,2.64672,1.77667,,0.0935563853711686
TAT,0.0,0.0,,0.045462,0.0271470863457743,
TATDN1,1.00518e-07,7.06356e-14,0.677049,4.61708,0.0221736253769462,0.12414968720034
TATDN2,2.69185,7.74556,1.69312,3.60926,0.0158553566994817,0.0501371357301772
TATDN3,0.971894,0.185563,0.335152,3.35527,0.135867550732019,0.167011774413102
TAX1BP1,0.0,1.37738e-08,1.3351,4.86654,0.0515447579052735,0.0640246811090423
TAX1BP3,8.72707e-09,4.73874e-09,0.317642,4.62344,0.597956380664302,0.226960462714861
TAZ,2.94147,4.99094e-13,0.274295,4.4344,,0.0345601385806215
TBATA,2.91576e-12,8.34223,,0.0144304,0.136937377503037,
TBC1D1,3.98009,10.7574,1.1574,5.09776,0.544516309007829,0.304256324032703
TBC1D10A,1.47808,8.92443,1.1337,2.25166,0.0972365525397079,0.275506406091126
TBC1D10B,3.23834e-05,0.699083,2.35103,5.05172,,0.0412133371701818
TBC1D10C,0.245119,6.52399,9.82399,0.687719,0.0692778877835991,0.245850250015492
TBC1D12,3.53933e-09,3.96345,0.485504,1.96045,,0.019786643928714
TBC1D13,0.787553,0.00405041,0.91612,4.18107,0.0374133643084242,0.0846132845987937
TBC1D14,0.000712124,1.44154e-15,0.00559927,3.89944,0.0404161370870533,0.0480668346060388
TBC1D15,0.0534598,2.53814,0.463086,4.24401,0.236044155705735,0.160005238829131
TBC1D16,1.08869,0.0517254,1.47837,2.09076,0.0553906972269012,0.239480523258665
TBC1D17,0.29651,0.682477,8.57518,6.66046,,0.131183370366987
TBC1D19,0.163065,1.62967,4.15456,1.44096,,0.224245235169999
TBC1D2,0.0,0.554918,0.827188,1.93573,,0.0461766284960604
TBC1D20,5.23123,0.54114,1.80458,4.12838,,0.131538412436116
TBC1D21,0.0,0.888916,,0.0231194,0.115486283118643,
TBC1D22A,0.0,0.000243379,4.30396,3.49107,,0.0408493111428715
TBC1D22B,7.58939e-07,0.0,0.425788,3.86394,0.0277145306419975,0.0350437875390845
TBC1D23,0.0,8.12245e-12,0.712785,3.73586,,0.126499263095015
TBC1D24,8.6872,1.88443,0.731812,1.68888,,0.172407056450196
TBC1D25,3.26451e-06,11.6112,0.184211,3.19181,,0.193013654009486
TBC1D27P,,,,0.0190321,,
TBC1D29P,,,,0.200516,,
TBC1D2B,0.518195,20.1883,7.45004,2.46073,0.0672033306095137,0.0925035178910764
TBC1D30,0.288333,3.14171,0.312932,0.264811,0.035271468448502,
TBC1D31,15.7064,2.60182,3.18084,0.941007,0.0797100122639263,0.264202401368778
TBC1D32,9.12577,2.20049,,0.301053,0.0319083804507216,0.223614520232895
TBC1D4,6.11461,6.34278e-14,7.32328,5.91223,0.138163965332039,0.0974329077827867
TBC1D5,10.5019,0.0511887,9.28926,2.24031,,0.0244860237057767
TBC1D7,0.0951885,1.08124,1.45413,1.55523,0.0508566132353865,0.0194433218935542
TBC1D8,10.4282,6.02472,2.34241,5.94866,,0.0634555252532991
TBC1D8B,1.39048,1.46015e-11,2.25592,0.306268,0.103164611241544,0.188520823222904
TBC1D9,4.98094,9.78314,3.19173,1.41413,,0.291016183780252
TBC1D9B,2.58176,1.44154e-15,0.707981,4.80504,0.0385163196539891,0.0183210350263021
TBCA,0.0,0.329457,4.30118,4.62848,,0.152682982008697
TBCB,0.00104363,2.0929,0.0798244,4.60854,0.107698339229686,0.0358601688968866
TBCC,1.58009,5.33139e-06,0.233054,4.47468,0.270826433473156,0.517288691937641
TBCCD1,1.78238e-09,5.91936,0.0222433,2.35741,,0.0935032388682739
TBCD,0.0,15.8299,3.05896,3.30877,0.127667991156177,0.0071672713760357
TBCE,0.0,0.0297599,0.838735,4.64356,,0.0133886063970018
TBCEL,7.01639,11.3865,10.6719,2.33477,0.02320431248795,0.199136448993851
TBCK,0.0,0.0946043,5.18491,1.1281,,0.0700355951769553
TBK1,0.0,1.09989,0.120076,4.24802,0.09243658298164,0.0730891649514654
TBKBP1,5.13189e-09,1.23846,0.403401,3.93544,,0.150065564669061
TBL1X,0.0,9.87794e-07,0.363816,2.54759,0.203242131704946,0.0394033990606956
TBL1XR1,3.0098,1.51519e-07,1.45579,3.58548,0.0842858253430041,0.13803201470225
TBL1Y,,,,0.511207,,
TBL2,0.686581,7.99546,3.17118,2.48427,,0.0274992852535225
TBL3,3.04569e-08,2.20954e-06,0.336536,4.312,0.0994042649600146,0.0654797821830194
TBP,2.87332,3.32961,0.561077,3.29387,,0.0277966188358027
TBPL1,0.00300767,8.97792e-12,1.1773,1.88043,,0.0979783627597846
TBR1,0.0,2.7475e-05,,0.0096832,,
TBRG1,0.768126,6.44403e-05,1.76354,4.42313,0.0730143130358787,0.138356310356265
TBRG4,7.77191,1.85206,3.26365,5.64711,,0.0989628054599549
TBX1,0.0,0.464308,13.6159,5.00952,0.359010713014717,0.102453439526843
TBX10,5.05592e-11,4.41871e-07,,0.0270721,,
TBX15,0.0,0.217221,,6.59102,0.0256466162625069,0.21245816877471
TBX18,0.0,0.0,,0.816958,0.0532943756431288,0.204679042398625
TBX19,0.15981,0.0956295,6.92474,0.655679,,
TBX2,1.09169,4.02434,7.78454,3.32918,0.0591573104437106,0.0094238310108695
TBX20,7.01016,7.2409,,0.0122801,0.0603855935218562,
TBX21,0.0034321,0.0,6.08402,0.19652,,0.236653314492629
TBX22,4.55105e-07,0.488497,,0.027905,,
TBX2-AS1,,,10.9345,1.50164,,
TBX3,0.848684,1.93699e-08,1.69472,3.26742,0.0609485686546218,0.157393320825026
TBX4,2.08456e-09,11.2077,5.24492,0.0566975,,0.101106436818181
TBX5,14.1094,0.356381,9.2418,0.0389908,0.13337612801871,0.364302327665772
TBX6,2.37407,8.69675,,0.79974,0.0928195458634606,0.079364011994879
TBXA2R,0.0,0.0,1.02412,0.750821,0.0303628285468136,0.532450228830505
TBXAS1,0.0,0.0,1.08841,0.518247,,0.398111715737369
TC2N,0.0,6.00196,1.78624,1.54016,0.0018161188291565,
TCAF1,0.0,1.17139e-09,2.3937,2.4263,,0.387818487262342
TCAF2,0.0,0.688208,0.00912558,0.45522,0.10279365706983,0.310465862734944
TCAIM,0.722373,0.371935,0.253892,2.83892,0.133891376317881,0.41044983089643
TCAM1P,,,,0.038279,,
TCAP,32.4956,12.4721,4.69705,11.456,0.176694783487019,0.0643270839530631
TCEA1,1.17622e-05,0.0,0.645801,3.86093,0.10305129368771,0.117346938534977
TCEA2,0.0,1.16759,9.01178,3.22912,0.106933640524001,0.204540279168837
TCEA3,0.0288611,0.00118008,17.3232,7.57549,0.0740716004814495,0.29598130063566
TCEAL1,1.16162,0.106616,2.51181,5.22308,,0.1771281081557
TCEAL2,,,0.0182157,0.474339,0.105237103599093,
TCEAL3,,,0.911396,3.33103,,
TCEAL4,,,0.406949,5.02125,0.0129175223730469,
TCEAL5,0.0,1.50653,,0.176381,,0.141682484577459
TCEAL7,,,4.52723,1.82474,,0.189434311274202
TCEAL8,3.00718,6.54519,0.260629,3.31032,0.289934063335448,0.142190720490844
TCEAL9,0.0,0.0,0.0153052,3.38012,,0.150153614064055
TCEANC,1.64496e-13,0.0,,1.08573,0.192776889920585,0.266299522901638
TCEANC2,0.094518,1.43936,3.61516,1.64447,0.142261373886204,0.0437860306530851
TCERG1,0.0520875,3.98255,0.387971,4.42381,0.0404817739103196,0.177657520348144
TCERG1L,0.00258777,0.0945181,,0.0176845,0.0670894762686189,
TCF12,0.0,0.46568,4.5675,3.23641,0.156713112941521,0.07780859619847
TCF15,3.26464,4.78021e-09,,2.56877,,0.0622023096019854
TCF19,4.32312e-06,10.8145,0.0371029,1.71213,0.0139002223823095,0.0497186834433455
TCF20,0.0,4.04285,0.532815,2.33719,,0.0658292801229525
TCF21,0.0,4.35494,2.3055,0.307172,0.0313708457105126,
TCF23,0.0,0.371503,,0.0771399,,
TCF24,1.41066e-11,1.35152e-09,,0.166284,,
TCF25,0.0515942,8.32568,0.510465,4.89598,0.102408134249579,0.0514594212875858
TCF3,0.0,5.79401,0.593304,3.10168,0.18576361943644,0.13496962340374
TCF4,5.94572,3.00225e-12,1.86906,2.56297,0.137865071826892,0.158606494990798
TCF7,,,7.20826,0.340994,0.171012635129451,
TCF7L1,0.0,1.13287,0.959957,3.4394,,0.341694953383938
TCF7L2,0.189186,1.60113,5.5473,2.22644,0.418270512198088,0.0704729903771509
TCFL5,1.11463e-11,4.84678e-13,1.4473,2.3274,0.0612637431888752,
TCHH,,,,0.0578767,0.043036111581618,
TCHP,8.15849e-12,0.149057,1.61511,2.92285,,0.0539405296180809
TCIM,0.213873,6.82118e-08,0.205354,4.99987,0.0615356231181288,0.0545525124792332
TCIRG1,2.26237,0.173151,0.47215,3.54201,,0.105622075022504
TCL1A,2.22384e-05,4.61079e-06,,0.021432,,
TCL6,,,,0.00432418,0.100004945029371,
TCN1,,,,0.168807,,
TCN2,4.59524,19.2194,0.29802,2.42871,,0.0705891902593382
TCOF1,9.96824,1.01077e-06,0.545948,3.98472,0.19960801949545,0.0715634072409339
TCP1,0.0,2.88308e-15,1.89141,6.45773,,0.0491694580167346
TCP11,2.51144e-11,0.8476,,0.132608,,
TCP11L1,1.13331e-05,9.57384,0.0949907,1.2973,0.0118981557805133,0.394571412615727
TCP11L2,11.053,4.85702,13.348,2.21286,0.102210939607674,0.1683636244361
TCTA,0.68894,0.0031231,1.65542,3.86639,,0.412095564201465
TCTE1,0.458162,1.596,,0.174378,,
TCTE3,9.70875e-11,0.617373,,1.40653,,
TCTEX1D1,0.0,1.83663e-09,4.1594,0.836809,0.0256050795701164,
TCTEX1D2,0.0290362,13.5371,0.967925,1.3916,,0.237143104415277
TCTEX1D4,0.0,10.8617,1.15211,0.441004,,
TCTN1,1.3559,6.01586,0.139036,2.60941,0.024910568244815,0.248877322354027
TCTN2,0.0,0.0,1.97326,1.30264,0.0310600296485752,0.0241632003253483
TCTN3,2.39969,2.28673,0.811404,2.99035,,0.4709077612246
TDG,2.85019,8.50902e-11,5.23375,2.56053,,
TDH,,,,0.518231,0.0433384698971628,
TDO2,3.21784e-13,0.0,,0.086425,0.026396016345942,
TDP1,4.12583e-05,1.88408,0.984352,0.782805,0.167030723665134,0.166990171662887
TDP2,0.0,0.0260763,0.113776,3.77898,0.153380103577088,0.115323994806126
TDRD1,0.0,0.288157,,0.0693091,,
TDRD10,,,3.49768,1.32498,0.0436999343489592,
TDRD12,2.13508e-13,0.0,,0.0529316,,
TDRD3,1.39499e-05,9.40223,0.747959,3.35374,0.0589027981671535,0.170528274374278
TDRD5,4.86866e-08,8.88888,,0.0254183,0.0294264286938399,
TDRD6,0.0,0.0465987,,0.664613,,
TDRD7,2.01877e-11,7.21348e-12,0.659523,2.25636,0.0313741564719177,0.0226179349354378
TDRD9,0.0,3.44629e-06,5.2135,0.179607,0.0006057920092152,
TDRG1,,,,0.0464238,0.105842894713938,
TDRKH,2.836,0.193088,5.44545,2.06675,,0.185362339301057
TDRP,0.0,0.0,3.40434,1.30056,0.0447517887493563,0.123428759171099
TEAD1,28.5519,0.0883282,1.57733,5.48294,0.0682268681535652,0.0595550627206679
TEAD2,2.6299,3.04919,0.106178,3.03263,0.0544322494050338,0.0913403457053101
TEAD3,1.5655e-10,2.59478e-14,0.354355,4.79423,,0.172986259765114
TEAD4,1.03066,18.8795,6.59141,6.09494,,0.141182132472676
TEC,3.35434,0.00307191,0.00152736,0.777359,,0.362340351142551
TECPR1,2.45062e-14,10.2716,0.970989,2.97905,0.0031406866139684,0.0930279537672058
TECPR2,3.02803e-06,5.59756,1.60529,3.35724,,0.186284221202976
TECR,1.39109e-06,0.0,0.188412,6.96409,0.0369130439699448,0.212219404016495
TECRL,4.93546,1.15545,,3.82213,,
TECTA,0.0,3.40423e-09,,0.802553,,0.21796762653805
TECTB,0.0,0.202218,,0.00394574,0.0058538362448157,
TEDC1,0.00296031,0.0,1.43815,1.11026,,
TEDC2,4.5226e-07,7.2523e-05,,0.36816,,0.324143311616229
TEDDM1,7.51684e-13,9.21025e-10,,0.0593698,0.0422641853492198,
TEF,37.0235,41.328,47.2996,4.57024,,0.316490239099028
TEFM,0.0,0.0,1.13676,1.85468,0.0716563470095402,0.232565398209509
TEK,4.64004,4.87643,0.739949,2.33765,,0.17369720661506
TEKT1,7.0468e-06,0.0,,0.0186897,0.115835911487626,0.0482821306345473
TEKT2,0.0,9.86582,1.85495,0.0757034,,0.125002529917142
TEKT3,0.0,2.16547e-10,,0.269967,,
TEKT4,0.0,2.12835,,0.058573,,
TEKT4P2,,,0.197689,1.33767,0.309785226175673,
TEKT5,0.0,0.000197615,,0.0378925,0.0752298629479955,
TELO2,0.0141746,3.2836,2.13432,3.99648,,0.125369535221935
TEN1,0.0,5.25143e-07,1.24238,3.09821,,0.0721568361124607
TENM1,0.0,0.0,8.34119,1.00958,0.0540965630465129,
TENM2,1.20188,1.97086e-11,,0.0955035,0.0602054177110336,0.0420271370162677
TENM3,0.0945831,0.230423,,1.3695,,0.143045344392562
TENM4,0.305906,1.33819e-08,,0.179254,,0.618061472468676
TENT2,0.0,1.01191,2.93547,3.73374,0.263753545521847,0.0607633132519257
TENT4A,2.44759,9.1113,0.513945,3.18526,0.0996827881049951,0.0888088088233858
TENT4B,0.0,2.27675,3.75165,1.96017,,0.0930004768102436
TENT5A,3.04137e-10,0.739588,0.491531,1.45457,0.0015395690509709,0.263497752895304
TENT5B,0.000135293,3.4578,2.20356,1.50396,0.0044591450998083,
TENT5C,0.0,0.0,1.27425,3.4902,,
TENT5D,1.29739e-14,3.47164e-08,,0.00193796,0.114136941773693,
TEP1,3.04174e-07,2.08669,2.12098,3.09766,0.0559923105441764,0.0089004757398789
TEPP,0.0967274,2.15549e-05,,0.0489382,0.0424679223269653,
TEPSIN,0.786478,0.0,2.20615,3.05702,0.0050882165701198,0.194265087803134
TERB1,3.34798e-09,0.796557,,0.0320557,0.0714953476616764,
TERB2,1.03345e-09,0.0,,0.00721521,0.0247638592341208,
TERF1,6.76522e-05,4.07489e-11,1.29926,2.78337,0.206773592968286,0.0725849646937598
TERF2,0.0,8.79341e-14,0.00303785,3.78047,0.120133719549174,0.2220604398766
TERF2IP,0.0,10.1242,1.13736,4.95574,,0.0095149501862203
TERT,0.0,1.8511,,0.00432576,0.0006671969386853,
TES,0.0,0.0,1.4646,2.07083,,0.373917354917508
TESC,1.12439,1.84429e-09,2.42023,1.91632,0.0151380859169112,
TESK1,0.22784,6.26126e-12,0.362756,5.51101,,0.0888006878797292
TESK2,0.299267,9.77993,3.10261,2.37441,,0.0419887731439067
TESMIN,8.80702e-07,0.0,,0.0555256,0.0014726136920018,
TESPA1,1.07145,0.716299,3.28096,0.186735,0.0460605337955307,
TET1,2.20418,0.0953255,,0.260291,,0.220678732018716
TET2,3.26264,2.9529,1.0002,1.61853,0.0460184429323949,0.476289426287927
TET3,4.08277e-13,21.366,1.41161,1.08382,0.0873166460547385,0.0749099318534367
TEX10,0.0,0.0,1.21569,2.98269,,0.139546337367598
TEX101,0.0,0.0,,0.0284335,,
TEX11,0.604426,21.3428,,0.0115616,,
TEX12,0.296457,0.0,,0.616282,,
TEX13A,0.0,0.193708,,0.0054566,,
TEX13B,0.0,0.0,,0.0041429,,
TEX14,0.0,7.20771e-14,,0.122817,,
TEX15,0.0,7.60837,,0.00676714,,
TEX19,,,,0.10747,0.0509390384317037,
TEX2,1.34061,0.00010569,1.8619,4.98813,0.0790540397911554,0.0957118561750097
TEX22,5.76617e-14,0.0048538,,0.192288,,
TEX26,0.0,0.0,,0.0373305,0.0812161975684456,
TEX261,10.1475,1.88705,0.210709,5.68752,,0.102582050945456
TEX264,0.149048,11.1383,0.213989,2.9629,0.0991276477373866,0.0691399712271888
TEX29,,,,0.649381,,
TEX30,7.06356e-14,0.98964,1.8593,2.26292,0.0671566346190833,0.254394985301828
TEX33,0.7743,0.0370148,,0.0481364,0.0629061387985415,
TEX35,0.0,0.0,,0.013761,,
TEX36,0.0,1.22712e-08,,0.0112884,,
TEX37,8.92616e-07,0.0,,0.036706,0.0590486083184736,
TEX38,0.0,0.0638529,,0.114355,0.0637138314223709,0.337445450039983
TEX41,,,,0.0346148,0.0442131963840127,
TEX43,0.216415,0.000348124,,0.0875325,,
TEX44,0.0,2.28026e-08,,0.0828793,0.0534482655519,
TEX45,1.58711e-11,0.00081561,,0.0302281,,
TEX46,3.31108e-07,7.20771e-15,,0.073027,0.0171026071622444,
TEX47,0.000370966,0.0514305,,0.017443,0.0281521671151945,
TEX9,3.12927e-12,1.27217,,0.143719,0.006884495071886,0.216007910400522
TF,0.0,0.762415,,0.584559,0.511895850311636,0.152589226324444
TFAM,0.0,0.289541,0.260531,2.88613,0.0680243740000126,0.0577332030352378
TFAP2A,0.0,1.44154e-15,,0.0862026,0.139205003118792,
TFAP2B,0.0,2.94916e-10,,0.0133189,0.0495231715239508,
TFAP2C,0.0,2.88308e-15,0.170283,0.127071,0.0301874983493726,
TFAP2D,0.0,4.23415e-10,,0.0021023,,
TFAP2E,1.31568,0.0,0.476113,0.573481,0.0881183090637649,
TFAP4,0.0,5.76617e-15,0.596139,2.72188,0.0980882622375479,0.435034777288468
TFB1M,0.784247,5.99131,1.19086,3.20512,0.185425384135959,0.0965222918675914
TFB2M,4.46718e-10,5.62201e-14,0.59477,4.27836,0.0402432361817011,0.166558804128942
