Gene Name	g8_g7.log2foldchange
SPSB1	2.3
P2RY6	3.6
BPTF	0.9
S100Z	0.7
ZIK1	0.2
GPR82	1.8
NMRAL2P	2.4
GPR34	0.2
SHANK2-AS3	0
PLEKHG5	1.2
ATF7IP	1.9
LKAAEAR1	0
RGS19	0.8
TCEA2	0.6
DEFB4A	0
ANO5	3.2
HDAC3	0.1
SPATA46	0
GPHN	1.6
VAT1L	2.1
TMEM51	1.3
CAMTA1	0.8
LGALS4	1.2
LRRC34	0.2
PAH	3.5
SPATA5L1	0.4
GATM	0.8
SYCE1	0
NXNL1	0
RASGRP4	0.3
NHLH1	0.6
SLFNL1	1.1
BCL2	0.3
RHNO1	0.9
CTPS1	1.4
UTF1	0
KNDC1	2.3
WDR87	2.4
METTL18	0.4
CFAP46	2.4
COL8A2	1.2
PWWP2B	0.4
PCDHB1	2.7
ZNF540	1.2
ANGPTL7	0.1
FBXL14	0.6
EXOSC10	0.1
ZNF570	0.4
NINJ2	0.8
MLLT3	3
FAM90A1	1.7
RRM2	2.9
TRAPPC12	0.5
IFNB1	0
RPS21	0.6
C3AR1	1.4
MRM3	0.4
PTEN	0.8
RPS7	0.6
PRND	0.2
RNASEH1	1
PRNP	0.7
KLF17	1.8
ADRA1D	0
FRMD5	1.5
AQP4	2.1
MIR31HG	0
CYP4F11	2.3
TLN2	1.5
LGALS9C	0
TVP23B	0.2
FBXW10	1.9
OR10H3	0
ZNF217	0.5
OR10H2	0
SRGAP2C	1.3
OR52A5	0
SCG2	0.5
ATPAF2	0.7
CYP4F22	1.6
FOXB1	1.8
PPIH	1
DRC3	1.3
ZNF57	0.9
SHLD1	0.3
C11orf40	0
JMJD1C	1.4
LDHAL6B	0.4
SYNPO	0.6
OR52P2P	0
ZNF556	2.5
MAL	0
ZNF554	0.7
RAB33B	0
THOP1	0.8
ANKRD20A4	0
REG3A	0
GAP43	2.3
REG1B	0
EPHX4	0
LAMB2	3
USP19	0
QARS1	0.3
ORMDL3	0.1
SERF1A	0
KLF11	1.7
LRRC15	2.4
SMN1	0.7
EIF2AK3	0.2
TEX37	0
MOB3A	0.6
KRCC1	0.1
NME6	0.2
CYCS	1.2
CD8B	1.1
SLFN12	0.9
CALB2	1.3
SLC9C1	0.2
OR1A1	3.2
OR7A2P	0
OR1A2	0
OR8I2	0
LCE1D	0
CCL11	0
FRMD3	2.3
SNTB1	1.2
MTBP	0.5
TEFM	0.4
MRPL13	1.5
MALT1	0.3
PRL	0
ISG20	1
HMGN1P35	0
OR4C11	0
MBOAT1	1.7
OR8U1	0
ID4	0
OR4X2	0
GPR22	0.6
CXCR6	0.7
CEBPB	0
AZU1	0
TPSAB1	0
ATOH1	0
PAIP1	0.5
CLEC7A	1.6
C5orf34	0.9
C1QTNF4	0.6
SERHL	0.4
NEGR1	2.1
ZNF131	0.3
MACROD2	0.5
DPAGT1	0.4
BSG	0.6
HINFP	0
PRYP4	0
CDY1	0
OR10V1	0
CERS6	0.8
CSPG4P4Y	0
SPTLC3	3.7
GOLGA2P3Y	0
COPRS	0.4
TP53RK	1.1
B3GALT1	2.1
OR5A1	0.7
CLEC12A	2.6
OR5A2	3.5
BPGM	0
POP7	2
ALG14	1.2
SUCLG2	0.6
CSPG4P3Y	0
STARD5	1
CSDC2	1.1
RCAN2	1.5
IL16	1.8
ABCG4	3
CDY1B	0
GNB2	0.4
CFAP53	0.2
OR5B12	0
OR5B2	0
MCRIP2	1
PDZD3	0
C2CD2L	0.4
OR9I1	1.8
ARNT2	2.9
GNG12	2.2
PRSS27	0.3
MYOZ2	0
SYNPO2	0.9
DNAJB7	0.9
CLP1	0.9
INSL5	0
EFCAB3	2.4
TTC36	0.4
RSPH9	0.7
COPS9	1
GTPBP2	0
FGGY	0.5
OR9G4	0
IL17D	0.9
OR5AR1	0
PRSS30P	1.4
FUT9	3.2
OR5AP2	0
TCEAL1	0.6
ZNF24	0.5
HSFY1	0
MANEA	1.1
RAB40A	1.1
MAB21L4	1.2
AGXT	1.6
OR8J1	0
OR5T3	0
AFF1	0.4
ACOT12	1.5
FIBP	0.8
CARNS1	2.1
OR10H5	0.7
BANP	1
PPP1CA	0.4
HCFC1	0
FAM170B	0
CTSW	1.2
NIPAL4	2.8
MUCL1	1.6
SNTG2	0.9
FNDC9	1
PDE3A	3.1
RASGRP1	1
KLHL6	3.3
CHCHD1	1.4
MRPL52	1.1
SMPDL3A	0.2
RND1	0.2
RAD9A	0
EFEMP2	0.9
OR10AD1	0.5
AGAP5	1
WASHC2C	0.7
TMEM134	1.3
ZMAT3	1.2
ZFAND4	0.1
THEMIS	1
MOS	0
ZNF738	0.3
MS4A10	2
SLFN11	0
FAM71D	2.4
CCL19	0
CORO1B	0.3
FUT10	1
LRRC20	2.2
MUS81	0.2
PURG	1.5
TMEM217	0.5
OR4D9	2.9
RPL12P13	0
ZNF596	0.2
COL6A5	3.8
CFL1	0.5
TMCC1	0.1
NAA16	0
OR5B3	0
EFCAB12	1.4
OR10W1	0
PSME3IP1	0.2
RAB43	0.3
FADS6	1.3
CBWD1	0.5
HOXC5	0
RAB37	3.5
DCP2	0.1
ZBTB8OSP2	1.7
SNX32	0.3
RPL38	0.7
CYP7B1	0
OVOL1	0
RARG	0.5
CES4A	0.8
CES3	2.2
SSH3	0.4
CES2	0.2
PDP2	1.3
SP3	0.2
KRT2	2.3
DMXL1	0.9
METAP1D	0.3
ZNF621	0.3
EGFL7	0.8
NADSYN1	0.2
DHCR7	2.6
AP002387.1	2.2
LVRN	3
COX6B1P3	0
NBEA	1.8
RNASEH2C	0.4
MYEOV	0.1
ANKRD13D	0.9
MRGPRF	0
MYD88	0.5
MRGPRD	0
OXSR1	0
SLC22A13	1
PHF8	0.8
LCLAT1	0.1
ADH6	1.7
MIR4435-2HG	0.4
XKR3	0
FRG2C	1
UNC93B3	0
AC007318.1	0.8
KAT5	0.4
SH3RF3	0.2
GXYLT2	1.7
HPSE2	3.1
DCAKD	0.7
ARPP21	1.8
TADA2B	0.7
CCDC96	1
GRK2	0.6
RELA	0.5
EVC2	0.3
ZNF680	0.3
HECTD4	1
FAM222B	0.4
BNC2	1
DEC1	1.5
RXFP4	1.1
HPSE	0.7
COQ2	0.7
CCDC63	1.2
HSPA6	0
TRMT112	0.3
LRRN3	0.1
KDM2A	0.9
ACSM6	1
ADCK5	0.2
MRPL57	1.6
NOC3L	0.3
ESRRA	0.2
RHOD	0
ADAMTS20	0.7
COMMD1	0.4
RAPH1	1.2
MTX1	0.8
ADCY5	0.9
PARP14	0.6
CYSLTR1	0.8
PARP15	1.8
CKS1B	2.3
ABCD2	2.3
AHSA2P	0.9
ABLIM3	1
MAB21L3	2.6
TUBB8B	0.8
MFSD4B	0.6
VANGL1	2.2
GLRX	1.9
IQCB1	0.2
SYT12	2.7
GOLGB1	0
TERF1P1	0
C11orf86	0
LIPM	0
GPR151	1.5
DMRT2	1.3
ZNF483	0.4
PLAC8L1	0.1
SLC2A14	2.2
GPR137	0.3
SNCG	0
MMRN2	1.3
MZT2A	0.8
TNKS	0.3
ZNF449	0
ZBTB21	0.4
PPP1R3B	0.7
OR10K1	2.2
FAM86B3P	0.8
GPR148	0
STOX2	0.7
MAP3K11	0.2
TRIB1	0.6
CST9	0
KCNK7	0.9
SFT2D3	0
AC007967.1	0
AC097637.1	0
C1QB	0.1
C1QA	0.3
NDNF	2
IQCF1	0
OLR1	1.5
GLIPR1L1	1.5
DAG1	0.4
INSM1	0
DAB1	2.7
ARV1	0.3
NAA20	0.9
CCDC36	1.4
RNASE8	0
SAA1	0
MICOS10	0.2
EHBP1L1	1.1
THAP2	0.1
TMEM196	1.5
RNF26	0.6
PPP1R14B	0.6
RNASE11	0
ZNRD2	0.8
AGR3	0
SMARCC1	0
ZNF417	0.6
PTPRM	2.4
FKBP2	0.6
VEGFB	0.7
PEAK1	0.7
TNFRSF10D	0.7
MST1	0.3
TNFRSF10C	0
GMPPB	1.2
MOB1B	0.1
ZNF622	0.3
CSPG4	3.9
SNX33	0.9
FAM166C	0
NABP1	0.3
ADGRF3	0.6
NLRP13	2.5
CHD2	1.1
XCR1	3.2
CCDC106	0.1
CCR9	1.2
CEP83	0.1
SULT1B1	2.3
NUDT4	0.7
PC	1
UGT2A1	0
SCAI	0.4
GPRC6A	1.7
NMNAT1	0.5
LRFN4	0.5
TRAPPC3L	0
APOBEC4	1.8
SLC19A1	1.3
HSPB7	1.7
RCE1	0.6
UQCRH	1.3
TAS1R1	0.4
HES3	0
EIF1AX	1.1
SPDYE2B	0
OR1L1	0
BCLAF3	0.6
PSMD1	1.1
ADGRG2	1.5
SPATA3	2.1
MUC13	2.4
SUSD5	0.7
HEG1	2.2
WFIKKN2	1
C11orf80	0.5
TOMM20	0.7
AP000769.1	0.4
C1orf100	0.6
AGFG1	0
STAT5B	0.5
CD7	0.2
TOPAZ1	2.8
CNP	0.1
JUP	0.6
HAP1	2.2
TDRD12	1.6
PPIAP7	0
CCDC13-AS1	1
EIF1	1.1
ENDOV	0.4
RNF213	0.4
TIGD3	0.3
KCNH6	1.7
MARCHF10	1.8
PLK3	0.9
NET1	1
DPY19L1	0.3
AC008080.1	0
AC013489.1	0
PHOSPHO1	0.6
ZNF791	1.2
PHC3	1.1
GPR160	0.9
CBX2	0.7
SPTBN2	1.9
GOLIM4	1.5
KRT28	0
RBM4B	0.3
ATP5MD	1.6
HOXB2	0.1
C1QTNF1	2.5
MARCHF3	1
SWSAP1	0
SLCO4C1	1.3
RBM4	0.8
PIFO	0.2
XXYLT1	0.8
SNURFL	0
UBXN2A	0.8
AC095040.1	0
RAX2	0.1
LRRC63	2.4
TCAP	2.2
CCS	0.8
NRROS	1.1
CEP19	1.6
KLHL15	0
FBXO45	1
CBY2	0
TENT5D	0
GNG5	1.7
FAM3C2	0.4
SLC25A30	0.2
C9orf131	0.9
CD34	0.8
CTSF	1.9
MSRB3	3.1
LEMD3	0.8
C16orf91	1
TLR10	0.6
TLR1	0.8
TLR6	1
FAM174A	0.4
RGMB	0.7
FAM53A	0.4
NWD2	2.2
CYB561D1	0.9
GSTA3	0
ZDHHC24	0.4
AC020659.1	3.3
TRMT10C	0.9
SELP	1
CTU2	0.6
MGA	1
C12orf66	0
ARL13A	0.6
SNX31	2
PIGG	0.7
PRPF8	0.1
ADCY6	2.7
REP15	0
PITPNA	0.6
DDX23	0.1
ZNF80	1.4
ZNHIT2	1.2
EVX2	2
ZBTB4	1.2
TNK1	1.5
ZHX3	0.8
PHLDA3	4.8
DIRC1	0
SLC16A11	0.3
SLC16A13	0.3
GLIS1	2
OR2Y1	0
CHRNA9	0.9
PODN	2.5
STAG3L3	0.4
SLC6A19	2
SNHG11	0.3
C11orf45	1.4
EXO1	2.8
RALGAPA1	1
PMS2P6	0
MIR1-1HG-AS1	1.5
LIG4	0.4
MIR1-1HG	0
PPIAP24	0
TRHR	1
RPL35P9	0
GTF2IRD2B	1.6
ABRA	0.6
ATP2A2	0.7
ZWILCH	1.2
RPL4	0.5
SNAPC5	0.5
STARD6	0
GOLGA6L2	3.2
VWC2L	2
C12orf76	0.2
ZCCHC12	0
CNTNAP2	1.7
GALNTL6	2.3
LINGO2	1.9
BBS1	0.4
DENND4A	0.8
PPIAP80	0
IGDCC3	2.8
GCSAM	1.2
ANKRD36C	0.2
SLC26A9	2.7
MFSD4A	0
PELI3	0.5
TTC9B	0.5
MYO1H	1.6
TMEM81	0.2
MRPL11	1.2
KLK15	1.2
IL20RB	0.9
GOLT1A	0
RPL10P2	0
AKIRIN1	0.5
NPAS4	2.2
MSL2	0.6
ZNF497	0.2
TRAM1L1	0
CMKLR1	2.7
ANGEL2	0.1
UGT8	1.2
KY	2.9
IQCK	0.9
SLCO2A1	0.8
ZNF266	0.8
OR7D4	2.7
SLC29A2	0.1
BRSK2	0.4
VN1R6P	0
FAM47DP	0
GRIK1-AS1	1
B4GAT1	0.6
TMEM167A	0.7
LEP	2.1
SH3PXD2B	2.7
PPIAP72	0.8
RESF1	1.5
LARP7	0.1
FGFBP3	1
NR1D2	0.8
PABPC5	0
BRMS1	0.2
RPL15	0.6
FAM241A	2.1
HRAS	0.2
WDR49	0.6
SRP72	0.4
PCP2	1.9
RIN1	1.2
ODAPH	1.3
THAP6	0.3
CEP135	0.7
FZD4	2.5
CD248	0.6
BTC	1.6
PDZK1	0.7
ADGRE1	1.6
DENND6A	0.8
PDE12	0.2
GLMN	0.3
DNAH12	2
YIF1A	1
CNIH2	1
AMY1B	0
NLRP6	0.3
NDUFA11	0.4
RSRC1	0.2
CATSPERD	2.2
SLC66A1L	2
RAB1B	0.2
METTL15P1	0.3
OR9G1	2
PTDSS2	0.4
MICOS13	0.7
C3orf33	0.4
VN2R1P	0
OR5M3	0
SEZ6L2	2.4
ASPHD1	0.2
KCTD13	0.8
P2RY14	0.8
AMZ1	1.1
GPR171	1.7
GPR149	0
CD164L2	0
FUT1	0
DHX36	0
OR5J2	0
ZIC4	2.5
OR10AG1	0
AC026271.1	0
OR4S2	0
FBXW8	0.5
CA5A	1.5
ZG16	1.9
KLC2	0.1
SLC22A1	1.2
TEX36	0
CTBP2	2.4
CHST2	1.1
ZDHHC14	1.1
ATR	0.3
SNHG29	1.3
UBE2C	3.8
DSG4	2.6
GK5	0.1
VCPIP1	0.5
RTP1	0
DES	0
PDIK1L	1.1
SPSB4	0
RAG2	0
TRAF6	0.7
ZNF654	0.4
TVP23C	0
MRPS22	1.2
PACS1	0.8
WFDC5	0
MARCKSL1	1.3
SH3BP5L	0.3
OR2T1	0
TMEM51-AS1	1.8
YPEL2	1.1
CADM2	2.1
ABO	0.7
PSMD2	0.9
FAM182B	1.8
PPM1E	1.8
FAM131A	0.5
CSRP2	0.4
INHBC	0.9
PARL	0
DDIT3	1.7
PCCA	0.4
HIGD2B	0.4
DCTN2	1
NPPA	0.9
ZNF408	0.1
CTDSP2	0.2
CKAP5	1.3
ARHGAP1	0.5
MED16	0.1
ATG13	0.3
GAL3ST3	0
C1orf127	2.9
CHST1	1.9
GOLGA8A	0.9
VWA3A	1.2
TP53I11	3.3
CENPS	0.8
DOLK	0.5
PHYHD1	1
CATSPER1	2
ANKRD30BP1	0
CCNE2	1.5
PHYKPL	1.1
ANKS4B	1.3
CST6	0
GRAMD2A	1
NF1P5	0
ZNF519	0.5
LSM1	1.1
PROP1	0
ISX	1.4
BANF1	0.7
APOF	0.6
CHRNA7	0.7
TMEM9B	0.6
NRIP3	0.9
PTPN2	0.1
SCUBE2	3.6
EIF1AD	0.2
SMAD2	0.5
EIF3F	0.4
ZNF25	0.7
OR10P1	0
ARL10	1.1
CLTB	0.4
PCSK1	2.5
LPL	2.6
RFESD	0
CCDC14	0.1
TBC1D10C	1.4
SART1	0
PPP2R2D	0.3
MCTP1	1.5
POLD4	0.9
OR52W1	0
LRRC25	0.6
DPP10	3.5
CLCF1	1.4
AL078621.2	0
TSGA10IP	1.4
GPR152	1.9
UBQLNL	0.3
UBQLN3	1.5
PNLIP	1.6
LIPT2	0.1
KCNE3	1
CABP4	2.5
ALG10B	0.4
DRAP1	0.8
LONRF3	0.5
UCP3	1.6
UCP2	0.7
C11orf68	0.1
PAAF1	0.9
MRPL48	0.6
RAB6A	0.2
P2RY2	1.3
FOSL1	2.2
ERCC4	0.6
SUGCT	0.3
CCDC85B	1.7
AC007601.1	1.1
TMEM70	1.1
LINC00476	0.2
OR4B1	0
RPS6KB2	0.1
RMI2	0.3
PRM1	0
DRD5P2	0
TOM1L2	0.9
TEX26	0
GOLGA8DP	0
ZNF77	0.1
GPR156	2.3
CCDC197	1.2
MTLN	1.2
KDF1	0.8
B3GNTL1	0.3
RBMXL3	0
MLXIP	0.9
C11orf44	1.6
BAK1P1	0.5
RWDD4P2	0
NR2F1	2.3
C15orf54	1.7
EIF3KP1	0
AURKAIP1	1.3
TTLL11	0.4
EIF4E1B	1.7
TOMM5	1.4
LINC01106	0
ZBTB44-DT	0.5
LINC02694	2
SLC35E3	0.1
PRIMA1	2.1
ZNF169	0.7
RUVBL1	1
SFN	1.9
OR52B3P	0
MSRA	0
CBLL2	0
CCDC168	2.6
CTDNEP1	0.3
ETV4	0.9
FAM172BP	0
SWI5	0.2
GAPT	1.4
BAIAP2	0.1
CALCB	2.8
CREG2	2.8
TMEM270	0
HOXD8	0
RPL7AP66	1.1
ZDHHC21	0.6
TSPEAR	1.5
PLEKHF2	1
A2M	0.4
ARL4D	0.2
DOK7	1.6
LRRN1	0.2
UBE2O	0.1
ORAI3	0.4
KLHL38	0
FO393415.1	0
UNC119B	1.2
DENND2C	1.3
PLEKHD1	1.2
FAM220BP	0
ASCL3	0
TUBB6	2.2
LYSMD3	0.2
AMIGO3	0
B3GALT6	0
ZNF613	0.7
C11orf16	2.2
TMPRSS7	3.2
AC007160.1	0
NUPR1	2.4
JAKMIP2	0.1
RPL23P2	0.2
MBLAC2	0.3
TPRN	0.3
KCNE5	0.1
ZNF683	1.9
SLC35A4	0.9
CRYBG2	1.4
IP6K1	0.1
SSNA1	0.6
CSTF3	0.9
YES1	2.7
CHMP6	0.5
AQP7P4	0
DLEU1	0.6
UFSP1	0.8
AL445665.1	0
MC5R	0
TMEM39A	0.4
TCP11L1	0.1
GPX2	0.2
CCDC57	0.1
HSF5	0.9
FOXG1	2.1
SPHK1	0.6
BNIP3	0.3
ENTHD1	0.9
MYPOP	0.4
AC233964.1	0
CIDEA	0
OR11H4	0
OR4D11	0
LRRTM4	1.9
ATAD5	1
SMIM19	0.6
OR11H6	0
ZNF404	1.4
RTTN	0.1
OR4K17	2.1
OR10H4	0
AC092634.1	0
RPP38-DT	1.1
OR51B6	0
CDV3P1	0
ACBD7	0
OR4L1	0
ANAPC2	0.5
OR4K13	2.5
HMGB4	0
ZBTB8OS	1.2
CYCSP34	0.8
OR4F21	0
SLC35G1	1.6
OR4K5	0
IDSP1	0
OR4K3	0
ZNF135	1.9
OR4N2	2.3
OR4M1	0
FOXR1	0.6
OR4H12P	0
FOXN3P1	0
AL138899.1	0.3
COX8A	1.8
RPL37AP8	0
AC104129.1	1.7
TAC4	0.2
ZSCAN2	0.3
PFN1P10	0
PRR18	1.5
B3GNT4	1.3
CDC26	0.7
HSD11B2	0.1
CRLF3	0.5
RNPEP	1.2
EID2	1.2
DMRTA1	2
EID2B	0
GJC3	0
RIMS2	3.9
KCMF1	0.3
DNAJC30	0.2
SPRYD4	0.5
VPS37D	0
CLEC14A	0
SYNE3	0.5
CLK2	0.5
LPCAT4	0.7
SLCO3A1	0.9
ZNF575	0.4
WDR25	0.6
SGF29	0.2
PLAAT3	2.8
DIRAS1	0.2
OR5AN1	2.2
OR10AC1	0
AL033381.1	1.8
PHLDB3	1
PRR15	0
GNG7	0.2
OR4C5	0
USF3	1.7
OR4C3	0
OR4S1	0
CNTD1	0.1
DCAF4L2	0
OR4X1	0
CNBD1	1.6
DMBT1P1	3.8
AC008969.1	0.8
KBTBD11	1.2
B3GNT5	2.8
MAP3K19	2.9
C14orf177	0
LMNB2	1.4
RMDN1	0.4
MEX3C	0
HORMAD2	1.8
RNF152	2.2
NANOGP1	0
MYO1D	0.8
C20orf197	2.9
FOXL1	1.3
TGIF2LY	0
LRRC37A	0.7
FOXC2	0
OR4F17	0
BDNF	2.8
SCAND2P	0.9
CCDC121	0.1
ACSF3	0.7
OR10AB1P	0
BOK	0.2
ZNF843	0.9
TTTY14	0.4
RBIS	0.5
PFN4	0.9
OR51V1	0
MAGEB6	0
OR52Z1	0
CDK5R1	1.6
OR51A1P	0
C15orf56	0
LINC00303	0
ZNF285B	0
TCERG1L	1.8
NCKAP5	0.8
MAGEB18	0
DEFB104A	0
RUFY1	0.7
OR52E2	0
BASP1	1.2
DEFB103A	0
OR51L1	2.8
LRRC37A3	1.1
AC112778.1	0
FKBP9P1	2.3
VSIG10	1.7
MIR7-3HG	0
IRX5	0
METRNL	2.2
FAM91A1	0
KRT18P28	0
GJA1P1	0.3
AL358781.1	0
WSB2	1
AL135901.1	0
GRIN1	2.7
SOX11	2.6
TYMS	2.6
OR51G2	2.1
PXMP2	1.7
OR51A7	0
TCEANC	0.5
OR51T1	0
PNMA1	0.8
OR51H1	0
TCIM	0
MAMSTR	0.3
TYMSOS	1.9
ANKLE2	0.3
C8G	0.5
FUT2	0.2
OR51S1	0
OR7A15P	0
OR51F2	0
EFCAB5	1.2
GCNT4	1.4
TOB2P1	1.3
MUC20	1.2
THAP4	0.6
OR51N1P	0
NFATC2IP	0.2
LY6H	0
RPL7L1P11	0
FIBIN	0
FAM89B	0.4
SHMT1	1.3
DPP7	0.5
TRIM60	0
AP000679.1	0
SEC24C	0.2
FMR1NB	0
SMCR8	0.9
HCG4	0
MTHFR	0.9
DEFB104B	0
C19orf18	1
DEAF1	0.2
MTX3	0.7
TMEM80	0.2
SIX5	0.2
IFNW1	0
FBXO46	0.2
ZDHHC13	0.3
SLC38A9	0.2
ACER2	1.2
WDR73	0.5
POLE	0.8
PHETA2	0.7
SCN4B	2.8
DSCAML1	0.2
RHOG	0.9
EPS8L2	0.4
ZDHHC22	2.1
MRVI1-AS1	1.7
ANO6	0.9
ZBTB34	0.2
PRDM16-DT	1.7
FAM9B	2
CETN1	0
NUDT4B	0
FAM210A	0.5
OR2T35	0
TALDO1	1.6
ULK1	0.4
NAP1L4P1	0.1
OR14C36	0
RIMKLA	3
CLVS1	2
OR2M7	0
RPS6KA3	0.4
B3GNT8	0
PUS1	0.2
PCNPP5	0.3
CHD9	0.6
OR2T12	2.2
SPACA4	0
OR2T33	1.5
GATD1	0.1
OR2M1P	0
LINC01561	0
TRIM72	3
MAN1B1	0.6
DEFB103B	0
DEFB4B	0
ENSAP3	0
KCNA3	0
OR2AJ1	0
FZD8	0
GJD4	0
FBXO39	1.5
CLDN22	0
KCNA2	4
TOP3A	0.1
CASKIN2	1.3
OR7E125P	0
ZBTB38	0.9
BEND2	0
C8orf31	0.1
DLGAP1-AS1	0.4
LINC00469	0
AC024940.1	1.5
RPL13AP3	0
CCDC71	0.3
C10orf71	2.4
AC024940.2	1.9
LRRN4CL	1.5
AC004797.1	0.9
TIMM22	0.5
HIC1	0.3
PPFIA3	0.6
MAGEF1	0.5
UMODL1	1.4
OR7E8P	0
NINJ2-AS1	0.6
SAMD9L	1.2
ZFAS1	0.3
UBE2U	0
AC006001.1	0
PAWR	0.4
TGIF1	1
MIEF2	0.4
NAP1L5	0.7
CBX3P1	1.4
AL161742.1	0
NIM1K	0.8
CD19	2.1
ERICH5	2.5
OR2T8	0
NR2C2	0.5
GPR4	1.8
ACOT4	2.1
OLIG3	0.9
CAVIN1	2.8
OR2G3	0
ARIH2	0.4
RBM44	0
ZBTB33	0.3
OR2G2	0
ZBED2	0.4
VCX2	0
IRX3	0
ST8SIA3	3.8
RPRM	0
OR2B11	2.7
SLC25A22	0.5
RABEP2	2
NHLH2	2.6
C1orf167-AS1	0
ATOX1	1.6
FAM187B	0
TBL1XR1	0.3
SAMD12	1.1
CD163	2.5
C18orf32	0.2
OR7E149P	0
GIMAP3P	0
PIDD1	0.3
AL355390.1	0
ZNF491	0.5
RPLP2	0.2
HASPIN	2
JUN	6
CSTF2T	0.9
PGBD5	3.4
C12orf54	1.6
GBA	0.3
CASC2	2.3
ACAD9	0.7
IL17RA	0.4
PNPLA2	1.1
MBOAT4	0.9
TEX44	0
AGTRAP	0.1
CD163L1	2.1
SRRM3	2.9
THAP5	0
DEFB114	0
CRACR2B	1.3
SUMO4	0.3
MAGEB10	0
DNAJC28	0.4
OR4F4	0
NAALADL2	3.7
CD151	1.1
AC011944.1	0.9
POLR2L	1.5
FAM20C	1.6
NECTIN3	0.7
SLC35G5	0.1
ANXA2R	1.6
AC105206.1	1.2
TMEM94	0.3
FLII	0.3
SOX12	0.7
HNRNPA0	0.6
FXNP2	0.1
AC025171.1	0.4
YIPF7	0
FAM87B	0.3
CDKN2AIPNLP1	0
RPS2P2	0
AL162595.1	0
MYOZ1	1.6
TMEM78	1.9
AC112247.1	0
KCNJ10	2.4
TENM3-AS1	2
CHID1	0.4
PCDHB9	1.6
ZNF620	0.3
ZNF518A	0.5
TMEM187	0.2
CACYBPP2	0
SVBP	0.1
ZNF619	0
CCDC184	0.8
AP3S1	1.4
GRB2	0.7
ZBTB41	0.5
UBE2N	0.8
SPATA31C2	0
ARL6IP6	1
ZNF354C	0.7
CAPZA3	0
MAMDC4	0.1
CENPBD1	0.9
ODF3	0.3
BET1L	0
RPS27	0.2
RIC8A	0
IMP3	0.3
ASB8	0
LCN15	0.2
ODF3B	0.7
DPY19L2	0.4
SPATA31E1	2.2
ZNRF3-AS1	0
C2orf73	1.6
GPR150	1
TSPYL6	0.7
LRRC75B	0.1
DMAP1	0.6
ADAMTSL1	4.5
CALHM5	3.5
IMPDH2	0.7
ALS2CL	1.6
MLF1	0.2
PRSS42P	0.1
NDUFAF3	1.4
C2orf69	1
GRAMD1C	0.7
STAP2	2.2
ULK4P3	0
TWF1P1	0
HTR3C	1.7
TSSK6	0.7
BOLA1	0.6
PDE4DIP	0.1
DDX10	0.1
AL161668.1	0
GOLGA8Q	0
PPP1R42	0
NDUFV2	0.9
FAM27E5	0
AL672207.1	0
DALRD3	0.2
ZNF114	1.2
FAR2P2	0.9
ZNF518B	0.7
AMER3	2.3
SPINK6	0
ZNF366	0.8
LCORL	0.4
PARD6G	2.2
ZNF454	1.3
SH2B1	1
ZC3H12D	0.8
VN1R1	0
POGLUT3	1.2
PLEC	1.4
SH2D4B	1.4
RNF212	0
PRSS36	0.9
ZNF543	0.6
TMEM151B	0.1
GALNT11	0.6
SLITRK1	2.2
C9orf62	0
FAM230I	1
WDR6	0.4
PRM3	0
TNP2	1.5
SPAG11A	0
GEN1	0.1
TMPRSS9	0.1
AQP11	0.4
TMEM11	0.8
ZNF354B	0.5
KCNG2	0.2
SHISA3	0
OR2D3	0
CALML3	0
CALML5	0
ZFAND2A	0.6
PLEKHM3	0.4
ZNF223	0.5
HTR1A	0
CCDC185	0
FAM220A	0.1
DNAJC22	2.4
NEUROG2	1.5
CEP295NL	0.4
BEND3	0.9
AC068473.1	0
NT5DC1	1
RPS3AP5	0.1
TIMM23B-AGAP6	0
GLDC	0.9
COX14	1
LINC00314	0
H3P16	0.1
MCMDC2	1.2
TUBAL3	0
RPL10P16	0
P4HTM	0.4
UCN3	0
DTX3	0.6
KLHL11	0.6
NECAP1P1	0
AMBN	2.4
CTXN1	0
SLC25A20	1.2
CA8	1
CKS1BP6	0
CD28	4.4
EPM2AIP1	0.1
ERBB4	4.2
MAF	0.4
CTNNBIP1	0.5
OR6B3	0
DEFB125	0
GAPDHP29	0
PSAPL1	0
OTOS	0
GTPBP6	0.4
ERN1	1.6
GPR35	0.3
ACTG1P1	0.2
AC092656.1	0.2
C10orf53	1.6
PPIAP33	0
ARMC10P1	0
CSRNP3	3.1
ZNF713	0.1
PARP10	0.2
DYNAP	1.6
SUZ12	0.3
NSUN3	0.1
KCTD12	0.8
DHFR2	0.1
AL450998.1	0.2
RPP25	1.4
GRINA	0.2
C5orf64	2.7
GLULP4	0
THBD	0.6
GP5	1
LMO7DN	0
COX5A	2
STX19	0
ERFE	0.6
FAM219B	0.1
H2BC2P	0
ZHX2	1.2
CPN2	1.6
CPNE7	2.1
C5orf46	0
CD300LB	0
GDPD4	1.8
RIIAD1	1.3
MPI	0
ADORA2A-AS1	0.3
H1-8	0
TRIM73	0
OPLAH	0.9
TMEM52	0
TMEM139	0.5
RNF186	0
AC114812.1	0
EFCAB13	1.3
MSC	2.5
APOLD1	0.8
RFLNA	0.2
EXOSC4	0.9
DPY19L3	0.2
TAF7	0.9
ZNF852	0.4
FOXE1	1
PFAS	0.2
HYI	0
CYBC1	0.9
TPRX1	1.5
LGALS7B	0
ZNF552	0
